股票代码,股票名称,新闻标题,新闻内容,发布时间
300276,三丰智能,人形机器人产业三重催化，机器人ETF景顺(159559)盘中涨超6%，三丰智能20cm涨停,2026年5月15日盘中，A股机器人概念股涨势扩大，截至11:30，国证机器人产业指数(980022)强势上涨6.24%，成分股三丰智能20cm涨停，绿的谐波上涨16.37%，华中数控上涨15.1%，禾川科技，雷赛智能等个股跟涨。,2026-05-15 13:02:38
300276,三丰智能,三丰智能：一季度净亏损1231.37万元,南财智讯4月27日电，三丰智能公告，公司2026年第一季度实现营业收入2.19亿元，同比下降24.37%；归属于上市公司股东的净利润为-1231.37万元，上年同期为581.44万元，同比减少311.78%；经营活动产生的现金流量净额为5890.52万元，同比增长13558.75%,2026-04-27 19:53:00
300276,三丰智能,三丰智能：2025年实现营业总收入17.69亿元,中证智能财讯三丰智能（300276）4月28日披露2025年年度报告。,2026-04-28 10:09:16
688820,盛合晶微,盛合晶微发布异动公告 提示多重风险,5月15日，盛合晶微(688820.SH)发布股票交易异常波动公告。公告指出，公司营收规模与大型封测企业相比仍较小，宏观经济、下游市场发展态势、公司产品竞争力等多种因素均可能对公司经营业绩的增长性产生不利影响。,2026-05-15 20:37:08
688820,盛合晶微,盛合晶微：公司营收规模与大型封测企业相比仍较小,盛合晶微(688820)发布异动公告，公司营收规模与大型封测企业相比仍较小，宏观经济、下游市场发展态势、公司产品竞争力等多种因素均可能对公司经营业绩的增长性产生不利影响。,2026-05-15 19:20:19
688820,盛合晶微,盛合晶微(688820)龙虎榜数据(05-15),盛合晶微当日收报183.84元，涨跌幅18.76%，偏离值32.69%，换手率32.69%，成交额94.98亿。异常期间5月13日至5月15日，期间涨幅33.90%，累计偏离值35.49%，区间成交额234.99亿。,2026-05-15 16:55:31
688820,盛合晶微,盛合晶微涨18.76% 营业部龙虎榜净买入4.66亿元,5月15日盛合晶微（688820）收盘价183.84元，收盘上涨18.76%，全天换手率32.69%，振幅23.33%，成交额94.98亿元。科创板交易公开信息显示，当日该股因日换手率达30%、日收盘价涨幅达15%等上榜。,2026-05-15 23:45:00
688820,盛合晶微,上市不足一月股价涨超8倍！盛合晶微再次提示风险：公司营收规模与大型封测企业相比仍较小,盛合晶微再度发布风险提示。 　　5月15日晚间，盛合晶微半导体有限公司（盛合晶微，688820.SH）发布股票交易异常波动公告，称公司二级市场股价近三个交易日涨幅偏离值累计超过30%，股价短期波动幅度较大，已明显偏离市场走势。,2026-05-15 21:37:00
688820,盛合晶微,公司和盛合晶微有合作关系吗？快克智能回应,每经AI快讯，有投资者在投资者互动平台提问：公司和盛合晶微有合作关系吗？ 　　快克智能（603203.SH）5月13日在投资者互动平台表示，截至目前公司暂未与您所提公司存在业务合作关系。,2026-05-13 15:43:25
688820,盛合晶微,盛合晶微多层细线宽系统集成封测项目一期在江阴奠基,据盛合晶微消息，2026年5月12日，盛合晶微半导体有限公司多层细线宽系统集成封测项目（一期）奠基仪式在江阴高新区举办。此次奠基的项目是盛合晶微在江阴新规划产业用地的首期项目。,2026-05-12 22:42:22
688820,盛合晶微,盛合晶微：股票交易异常波动公告,证券日报网讯 5月11日，盛合晶微发布公告称，公司股票连续3个交易日内（2026年5月7日、2026年5月8日、2026年5月11日）收盘价格涨幅偏离值累计超过30%，根据《上海证券交易所交易规则》《上海证券交易所科创板股票异常交易实时监控细则》的有关规定，属于股票交易异常波动情形,2026-05-11 20:03:00
688820,盛合晶微,龙虎榜|盛合晶微涨18.76%创新高，一机构卖出2.51亿元，小鳄鱼卖出1.53亿元,盛合晶微今日大涨18.76%创历史新高，换手率32.69%，成交额94.98亿元。龙虎榜数据显示，一家机构位列卖一席位，卖出2.51亿元；游资“小鳄鱼”位列卖二席位，卖出1.53亿元。上榜席位全天买入12亿元，卖出7.35亿元，合计净买入4.66亿元。,2026-05-15 17:29:42
688820,盛合晶微,公告精选：盛合晶微称公司营收规模与大型封测企业相比仍较小；中外运集运拟以4.075亿元—8.15亿元增持安通控股,人民财讯5月15日电，【重要】 　　盛合晶微：公司营收规模与大型封测企业相比仍较小 　　二连板北自科技：公司未生产人形机器人本体及零部件 　　巨力索具：因涉嫌信息披露误导性陈述违法违规被证监会立案 　　佰维存储：拟为海光芯正代工光电互联产品，并向其提供不超2亿元财务资助用于原材料采购,2026-05-15 20:38:00
688143,长盈通,长盈通首次晋级百元股行列,人民财讯5月15日电，5月15日，长盈通(688143)收盘上涨18.12%，报108.2元/股，创下历史新高，这是该股历史上首次收盘价突破100元/股。,2026-05-15 15:31:00
688143,长盈通,长盈通：股票交易异常波动公告,5月15日，长盈通发布公告称，公司股票交易于2026年5月13日、2026年5月14日、2026年5月15日连续三个交易日内收盘价格涨幅偏离值累计超过30%，根据《上海证券交易所交易规则》《上海证券交易所科创板股票异常交易实时监控细则》的有关规定，属于股票交易价格异常波动。,2026-05-15 18:46:00
688143,长盈通,长盈通龙虎榜数据（5月15日）,5月15日长盈通（688143）收盘价108.20元，收盘上涨18.12%，全天换手率26.12%，振幅16.94%，成交额34.06亿元。科创板交易公开信息显示，当日该股因日收盘价涨幅达15%等上榜。,2026-05-15 23:45:00
688143,长盈通,【盘中播报】长盈通盘中涨停,资金面上，长盈通上一交易日主力资金净流入5936.14万元，近5日净流入1.74亿元。,2026-05-15 11:25:00
688143,长盈通,长盈通(688143)龙虎榜数据(05-15),交易所2026年5月15日公布的交易公开信息显示，长盈通因成为有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券、有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券上榜。,2026-05-15 16:55:44
688143,长盈通,7.71亿元资金抢筹多氟多，机构狂买长盈通丨龙虎榜,其中，机构净买入金额最多的是长盈通（688143.SH），当日收盘上涨18.12%，换手率为26.12%。 　　机构净卖出的个股中，金额最多的是盛合晶微（688820.SH），当日收盘上涨18.76%，换手率为32.69%。,2026-05-15 18:48:00
688143,长盈通,龙虎榜丨机构今日买入这24股，买入长盈通4.5亿元,当天机构净买入前三的股票分别是长盈通、昂利康、海星股份，净买入金额分别是4.50亿元、1.53亿元、1.51亿元。 　　当天机构净卖出前三的股票分别是世嘉科技、盛合晶微、大唐发电，净流出金额分别是3.61亿元、3.36亿元、3.08亿元。,2026-05-15 18:59:12
688143,长盈通,长盈通(688143)龙虎榜数据(05-14),交易所2026年5月14日公布的交易公开信息显示，长盈通因成为有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券上榜。长盈通当日收报91.6元，涨跌幅19.94%，偏离值19.94%，换手率18.54%，成交额20.06亿。,2026-05-14 16:56:09
688143,长盈通,长盈通龙虎榜：营业部净买入1.86亿元,5月14日长盈通（688143）收盘价91.60元，收盘上涨19.94%，全天换手率18.54%，振幅16.68%，成交额20.06亿元。科创板交易公开信息显示，当日该股因日收盘价涨幅达15%等上榜。,2026-05-14 21:24:00
688143,长盈通,长盈通：连续3个交易日收盘价涨幅偏离值累超30%,南财智讯5月15日电，长盈通发布股票交易异常波动公告，公司股票于2026年5月13日、5月14日、5月15日连续3个交易日内收盘价格涨幅偏离值累计超过30%，属于股票交易异常波动情形。经公司自查并向控股股东及实际控制人核实，公司目前生产经营活动一切正常，未发生重大变化。,2026-05-15 16:43:00
920100,三协电机,三协电机(920100)龙虎榜数据(05-15),交易所2026年5月15日公布的交易公开信息显示，三协电机因成为当日价格振幅达到30%的前5只股票、当日换手率达到20%的前5只股票上榜。三协电机当日收报66.91元，涨跌幅17.02%，偏离值31.53%，换手率40.98%，成交额5.22亿。,2026-05-15 16:35:28
920100,三协电机,三协电机振幅31.53%，龙虎榜上机构买入872.83万元，卖出139.47万元,三协电机（920100）今日上涨17.02%，全天换手率40.98%，成交额5.22亿元，振幅31.53%。龙虎榜数据显示，机构净买入733.36万元，营业部席位合计净卖出3780.27万元。,2026-05-15 17:05:00
920100,三协电机,三协电机：公司于2025年成立三思传动科技（常州）有限公司,证券日报网5月6日讯 ，三协电机在接受调研者提问时表示，电机与减速机的组合应用适配不同的机器人场景：外骨骼机器人场景采用外转子电机集成内置行星减速机的方案，协作机器人场景采用无框力矩电机集成谐波减速机的方案。,2026-05-06 20:42:00
920100,三协电机,三协电机：2025年公司无刷电机收入同比上升87.03%，营收占比升至37.95%,证券日报网5月6日讯 ，三协电机在接受调研者提问时表示，2025年公司无刷电机收入同比上升87.03%，营收占比升至37.95%，增长是技术壁垒构建、头部客户绑定、全球化产能落地与产品结构升级四重共振的结果，同时也受益于全球无刷电机替代传统交流电机、有刷电机的行业大趋势：无刷电机相比传统电机效率更高,2026-05-06 20:43:00
920100,三协电机,【调研快报】三协电机接待创金合信基金管理有限公司等17家机构调研,"三协电机5月6日公告称，4月30日接待创金合信基金管理有限公司等17家机构调研。接待人员包括董事会秘书 江翔,技术总监 倪进宽。 　　公司就以下问题进行了回复：问题1：公司2025年境外收入同比大幅增长及毛利率提升至36.62%，请问原因？",2026-05-06 19:39:04
920100,三协电机,三协电机：2025年境外收入快速增长的核心驱动因素为北美与东南亚市场快速放量,证券日报网5月6日讯 ，三协电机在接受调研者提问时表示，2025年境外收入快速增长的核心驱动因素为北美与东南亚市场快速放量，核心产品包括高毛利率的无刷电机，当前正加速向无刷电机加减速机的一体化关节模组升级，主要通过贸易商拓展客户，间接覆盖北美终端。,2026-05-06 20:42:00
920100,三协电机,三协电机：2026年一季度净利润1618.39万元 同比下降4.5%,中证智能财讯三协电机（920100）4月27日披露2026年第一季度报告。,2026-05-01 20:10:57
920100,三协电机,三协电机公布2025年分配预案：拟10转增4派2.8元,三协电机（920100）公布2025年度分配预案，拟10转增4派2.8元（含税）。本次权益分派预计派发现金红利2066.66万元。,2026-04-28 09:33:00
920100,三协电机,三协电机(920100.BJ)：2025年年报净利润为6039.89万元,2026年4月27日，三协电机(920100.BJ)发布2025年年报。 　　公司营业总收入为5.51亿元，在已披露的同业公司中排名第20。归母净利润为6039.89万元，在已披露的同业公司中排名第17。,2026-04-28 09:54:38
920100,三协电机,三协电机：2025年净利润同比增长7.21% 拟10转4股派2.8元,中证智能财讯三协电机（920100）4月27日披露2025年年度报告。,2026-04-28 11:23:33
688507,索辰科技,索辰科技龙虎榜：营业部净卖出4571.29万元,5月15日索辰科技（688507）收盘价107.52元，收盘上涨15.70%，全天换手率20.51%，振幅20.29%，成交额10.63亿元。科创板交易公开信息显示，当日该股因日收盘价涨幅达15%等上榜。,2026-05-15 23:46:00
688507,索辰科技,索辰科技(688507)龙虎榜数据(05-15),交易所2026年5月15日公布的交易公开信息显示，索辰科技因成为有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券上榜。索辰科技当日收报107.52元，涨跌幅15.70%，偏离值15.70%，换手率20.51%，成交额10.63亿。,2026-05-15 16:55:44
